"Device Name: 現像室","Model: TR-72wf","Serial Number: 52151BD3"
"2023-05-31 00:33:19","45077.023136574","18.9","76"
"2023-05-31 00:43:19","45077.030081019","19.5","82"
"2023-05-31 00:53:19","45077.037025463","19.7","83"
"2023-05-31 01:03:19","45077.043969907","18.6","72"
"2023-05-31 01:13:19","45077.050914352","19.3","81"
"2023-05-31 01:23:19","45077.057858796","19.6","84"
"2023-05-31 01:33:19","45077.064803241","19.7","83"
"2023-05-31 01:43:19","45077.071747685","19.2","78"
"2023-05-31 01:53:19","45077.07869213","19.6","83"
"2023-05-31 02:03:19","45077.085636574","19.8","84"
"2023-05-31 02:13:19","45077.092581019","19.1","77"
"2023-05-31 02:23:19","45077.099525463","19.5","82"
"2023-05-31 02:33:19","45077.106469907","19.8","84"
"2023-05-31 02:43:19","45077.113414352","18.9","74"
"2023-05-31 02:53:19","45077.120358796","19.4","82"
"2023-05-31 03:03:19","45077.127303241","19.7","84"
"2023-05-31 03:13:19","45077.134247685","19.3","79"
"2023-05-31 03:23:19","45077.14119213","19.4","80"
"2023-05-31 03:33:19","45077.148136574","19.7","83"
"2023-05-31 03:43:19","45077.155081019","19.8","83"
"2023-05-31 03:53:19","45077.162025463","19.3","77"
"2023-05-31 04:03:19","45077.168969907","19.6","82"
"2023-05-31 04:13:19","45077.175914352","19.8","83"
"2023-05-31 04:23:19","45077.182858796","19.2","76"
"2023-05-31 04:33:19","45077.189803241","19.4","80"
"2023-05-31 04:43:19","45077.196747685","19.7","82"
"2023-05-31 04:53:19","45077.20369213","19.9","82"
"2023-05-31 05:03:19","45077.210636574","19.0","73"
"2023-05-31 05:13:19","45077.217581019","19.5","81"
"2023-05-31 05:23:19","45077.224525463","19.8","82"
"2023-05-31 05:33:19","45077.231469907","19.9","82"
"2023-05-31 05:43:19","45077.238414352","19.1","75"
"2023-05-31 05:53:19","45077.245358796","19.7","81"
"2023-05-31 06:03:19","45077.252303241","19.8","82"
"2023-05-31 06:13:19","45077.259247685","19.8","79"
"2023-05-31 06:23:19","45077.26619213","19.3","78"
"2023-05-31 06:33:19","45077.273136574","19.7","82"
"2023-05-31 06:43:19","45077.280081019","19.9","81"
"2023-05-31 06:53:19","45077.287025463","18.9","72"
"2023-05-31 07:03:19","45077.293969907","19.4","81"
"2023-05-31 07:13:19","45077.300914352","19.8","82"
"2023-05-31 07:23:19","45077.307858796","20.0","81"
"2023-05-31 07:33:19","45077.314803241","19.2","76"
"2023-05-31 07:43:19","45077.321747685","19.5","82"
"2023-05-31 07:53:19","45077.32869213","19.8","82"
"2023-05-31 08:03:19","45077.335636574","19.3","75"
"2023-05-31 08:13:19","45077.342581019","18.8","76"
"2023-05-31 08:23:19","45077.349525463","19.4","82"
"2023-05-31 08:33:19","45077.356469907","19.7","83"
"2023-05-31 08:43:19","45077.363414352","19.8","81"
"2023-05-31 08:53:19","45077.370358796","19.0","72"
"2023-05-31 09:03:19","45077.377303241","19.5","80"
"2023-05-31 09:13:19","45077.384247685","19.7","81"
"2023-05-31 09:23:19","45077.39119213","19.9","80"
"2023-05-31 09:33:19","45077.398136574","19.2","76"
"2023-05-31 09:43:19","45077.405081019","19.6","81"
"2023-05-31 09:53:19","45077.412025463","19.9","80"
"2023-05-31 10:03:19","45077.418969907","19.1","74"
"2023-05-31 10:13:19","45077.425914352","19.5","81"
"2023-05-31 10:23:19","45077.432858796","19.9","80"
"2023-05-31 10:33:19","45077.439803241","19.0","72"
"2023-05-31 10:43:19","45077.446747685","19.5","80"
"2023-05-31 10:53:19","45077.45369213","19.9","80"
"2023-05-31 11:03:19","45077.460636574","19.1","73"
"2023-05-31 11:13:19","45077.467581019","19.6","80"
"2023-05-31 11:23:19","45077.474525463","20.0","78"
"2023-05-31 11:33:19","45077.481469907","19.5","74"
"2023-05-31 11:43:19","45077.488414352","19.9","80"
"2023-05-31 11:53:19","45077.495358796","20.8","73"
"2023-05-31 12:03:19","45077.502303241","19.2","74"
"2023-05-31 12:13:19","45077.509247685","20.0","80"
"2023-05-31 12:23:19","45077.51619213","19.8","78"
"2023-05-31 12:33:19","45077.523136574","19.3","77"
"2023-05-31 12:43:19","45077.530081019","19.9","80"
"2023-05-31 12:53:19","45077.537025463","19.1","70"
"2023-05-31 13:03:19","45077.543969907","19.7","79"
"2023-05-31 13:13:19","45077.550914352","19.9","81"
"2023-05-31 13:23:19","45077.557858796","19.1","74"
"2023-05-31 13:33:19","45077.564803241","19.7","80"
"2023-05-31 13:43:19","45077.571747685","19.2","74"
"2023-05-31 13:53:19","45077.57869213","19.6","78"
"2023-05-31 14:03:19","45077.585636574","19.9","80"
"2023-05-31 14:13:19","45077.592581019","18.6","69"
"2023-05-31 14:23:19","45077.599525463","19.5","80"
"2023-05-31 14:33:19","45077.606469907","19.9","82"
"2023-05-31 14:43:19","45077.613414352","18.9","71"
"2023-05-31 14:53:19","45077.620358796","19.6","80"
"2023-05-31 15:03:19","45077.627303241","19.9","80"
"2023-05-31 15:13:19","45077.634247685","19.2","75"
"2023-05-31 15:23:19","45077.64119213","19.7","81"
"2023-05-31 15:33:19","45077.648136574","18.9","71"
"2023-05-31 15:43:19","45077.655081019","19.6","80"
"2023-05-31 15:53:19","45077.662025463","19.3","76"
"2023-05-31 16:03:19","45077.668969907","19.4","78"
"2023-05-31 16:13:19","45077.675914352","19.9","81"
"2023-05-31 16:23:19","45077.682858796","19.1","75"
"2023-05-31 16:33:19","45077.689803241","19.8","81"
"2023-05-31 16:43:19","45077.696747685","19.0","71"
"2023-05-31 16:53:19","45077.70369213","19.8","80"
"2023-05-31 17:03:19","45077.710636574","18.9","72"
"2023-05-31 17:13:19","45077.717581019","19.6","79"
"2023-05-31 17:23:19","45077.724525463","19.4","76"
"2023-05-31 17:33:19","45077.731469907","19.5","77"
"2023-05-31 17:43:19","45077.738414352","19.8","78"
"2023-05-31 17:53:19","45077.745358796","19.4","76"
"2023-05-31 18:03:19","45077.752303241","19.9","81"
"2023-05-31 18:13:19","45077.759247685","19.1","73"
"2023-05-31 18:23:19","45077.76619213","19.8","80"
"2023-05-31 18:33:19","45077.773136574","18.4","66"
"2023-05-31 18:43:19","45077.780081019","19.5","78"
"2023-05-31 18:53:19","45077.787025463","19.8","80"
"2023-05-31 19:03:19","45077.793969907","19.2","74"
"2023-05-31 19:13:19","45077.800914352","19.8","80"
"2023-05-31 19:23:19","45077.807858796","18.8","70"
"2023-05-31 19:33:19","45077.814803241","19.7","79"
"2023-05-31 19:43:19","45077.821747685","19.4","76"
"2023-05-31 19:53:19","45077.82869213","19.4","76"
"2023-05-31 20:03:19","45077.835636574","19.8","80"
"2023-05-31 20:13:19","45077.842581019","19.2","74"
"2023-05-31 20:23:19","45077.849525463","19.8","80"
"2023-05-31 20:33:19","45077.856469907","18.8","69"
"2023-05-31 20:43:19","45077.863414352","19.5","79"
"2023-05-31 20:53:19","45077.870358796","19.9","80"
"2023-05-31 21:03:19","45077.877303241","19.1","74"
"2023-05-31 21:13:19","45077.884247685","19.7","80"
"2023-05-31 21:23:19","45077.89119213","19.1","72"
"2023-05-31 21:33:19","45077.898136574","19.4","78"
"2023-05-31 21:43:19","45077.905081019","19.8","80"
"2023-05-31 21:53:19","45077.912025463","19.1","75"
"2023-05-31 22:03:19","45077.918969907","19.7","80"
"2023-05-31 22:13:19","45077.925914352","19.1","73"
"2023-05-31 22:23:19","45077.932858796","19.3","78"
"2023-05-31 22:33:19","45077.939803241","19.7","80"
"2023-05-31 22:43:19","45077.946747685","19.0","72"
"2023-05-31 22:53:19","45077.95369213","19.6","79"
"2023-05-31 23:03:19","45077.960636574","19.6","77"
"2023-05-31 23:13:19","45077.967581019","19.3","76"
"2023-05-31 23:23:19","45077.974525463","19.7","80"
"2023-05-31 23:33:19","45077.981469907","19.1","72"
"2023-05-31 23:43:19","45077.988414352","19.4","78"
"2023-05-31 23:53:19","45077.995358796","19.8","80"
"2023-06-01 00:03:19","45078.002303241","18.9","70"
"2023-06-01 00:13:19","45078.009247685","19.5","79"
"2023-06-01 00:23:19","45078.01619213","19.9","80"
"2023-06-01 00:33:19","45078.023136574","18.3","65"
"2023-06-01 00:43:19","45078.030081019","19.2","78"
"2023-06-01 00:53:19","45078.037025463","19.6","82"
"2023-06-01 01:03:19","45078.043969907","19.9","80"
"2023-06-01 01:13:19","45078.050914352","19.2","75"
"2023-06-01 01:23:19","45078.057858796","19.6","81"
"2023-06-01 01:33:19","45078.064803241","19.9","80"
"2023-06-01 01:43:19","45078.071747685","19.3","76"
"2023-06-01 01:53:19","45078.07869213","19.7","80"
"2023-06-01 02:03:19","45078.085636574","19.5","76"
"2023-06-01 02:13:19","45078.092581019","19.3","77"
"2023-06-01 02:23:19","45078.099525463","19.7","81"
"2023-06-01 02:33:19","45078.106469907","19.7","78"
"2023-06-01 02:43:19","45078.113414352","19.3","77"
"2023-06-01 02:53:19","45078.120358796","19.7","81"
"2023-06-01 03:03:19","45078.127303241","19.9","78"
"2023-06-01 03:13:19","45078.134247685","19.2","76"
"2023-06-01 03:23:19","45078.14119213","19.6","81"
"2023-06-01 03:33:19","45078.148136574","19.9","80"
"2023-06-01 03:43:19","45078.155081019","19.1","74"
"2023-06-01 03:53:19","45078.162025463","19.6","81"
"2023-06-01 04:03:19","45078.168969907","19.9","80"
"2023-06-01 04:13:19","45078.175914352","18.8","71"
"2023-06-01 04:23:19","45078.182858796","19.4","80"
"2023-06-01 04:33:19","45078.189803241","19.8","81"
"2023-06-01 04:43:19","45078.196747685","19.4","75"
"2023-06-01 04:53:19","45078.20369213","19.2","78"
"2023-06-01 05:03:19","45078.210636574","19.7","81"
"2023-06-01 05:13:19","45078.217581019","19.9","79"
"2023-06-01 05:23:19","45078.224525463","19.1","74"
"2023-06-01 05:33:19","45078.231469907","19.5","81"
"2023-06-01 05:43:19","45078.238414352","19.9","79"
"2023-06-01 05:53:19","45078.245358796","18.9","71"
"2023-06-01 06:03:19","45078.252303241","19.4","80"
"2023-06-01 06:13:19","45078.259247685","19.8","80"
"2023-06-01 06:23:19","45078.26619213","19.1","72"
"2023-06-01 06:33:19","45078.273136574","19.2","79"
"2023-06-01 06:43:19","45078.280081019","19.7","81"
"2023-06-01 06:53:19","45078.287025463","19.8","78"
"2023-06-01 07:03:19","45078.293969907","19.1","76"
"2023-06-01 07:13:19","45078.300914352","19.5","81"
"2023-06-01 07:23:19","45078.307858796","19.9","79"
"2023-06-01 07:33:19","45078.314803241","19.0","74"
"2023-06-01 07:43:19","45078.321747685","19.5","80"
"2023-06-01 07:53:19","45078.32869213","19.9","79"
"2023-06-01 08:03:19","45078.335636574","18.2","65"
"2023-06-01 08:13:19","45078.342581019","19.1","78"
"2023-06-01 08:23:19","45078.349525463","19.4","82"
"2023-06-01 08:33:19","45078.356469907","19.7","81"
"2023-06-01 08:43:19","45078.363414352","19.2","73"
"2023-06-01 08:53:19","45078.370358796","19.4","78"
"2023-06-01 09:03:19","45078.377303241","19.7","80"
"2023-06-01 09:13:19","45078.384247685","19.2","73"
"2023-06-01 09:23:19","45078.39119213","19.4","78"
"2023-06-01 09:33:19","45078.398136574","19.7","80"
"2023-06-01 09:43:19","45078.405081019","19.2","73"
"2023-06-01 09:53:19","45078.412025463","19.3","78"
"2023-06-01 10:03:19","45078.418969907","19.8","80"
"2023-06-01 10:13:19","45078.425914352","19.0","71"
"2023-06-01 10:23:19","45078.432858796","19.4","79"
"2023-06-01 10:33:19","45078.439803241","19.8","80"
"2023-06-01 10:43:19","45078.446747685","19.1","72"
"2023-06-01 10:53:19","45078.45369213","19.6","79"
"2023-06-01 11:03:19","45078.460636574","19.9","79"
"2023-06-01 11:13:19","45078.467581019","19.2","75"
"2023-06-01 11:23:19","45078.474525463","19.7","81"
"2023-06-01 11:33:19","45078.481469907","19.3","74"
"2023-06-01 11:43:19","45078.488414352","19.3","78"
"2023-06-01 11:53:19","45078.495358796","19.9","80"
"2023-06-01 12:03:19","45078.502303241","19.0","71"
"2023-06-01 12:13:19","45078.509247685","19.6","80"
"2023-06-01 12:23:19","45078.51619213","19.8","79"
"2023-06-01 12:33:19","45078.523136574","19.3","75"
"2023-06-01 12:43:19","45078.530081019","19.7","80"
"2023-06-01 12:53:19","45078.537025463","18.8","71"
"2023-06-01 13:03:19","45078.543969907","19.5","79"
"2023-06-01 13:13:19","45078.550914352","19.9","81"
"2023-06-01 13:23:19","45078.557858796","18.1","65"
"2023-06-01 13:33:19","45078.564803241","19.2","78"
"2023-06-01 13:43:19","45078.571747685","19.7","82"
"2023-06-01 13:53:19","45078.57869213","19.7","80"
"2023-06-01 14:03:19","45078.585636574","19.3","78"
"2023-06-01 14:13:19","45078.592581019","19.8","82"
"2023-06-01 14:23:19","45078.599525463","18.9","72"
"2023-06-01 14:33:19","45078.606469907","19.6","80"
"2023-06-01 14:43:19","45078.613414352","19.8","81"
"2023-06-01 14:53:19","45078.620358796","19.3","75"
"2023-06-01 15:03:19","45078.627303241","19.7","82"
"2023-06-01 15:13:19","45078.634247685","18.9","73"
"2023-06-01 15:23:19","45078.64119213","19.6","81"
"2023-06-01 15:33:19","45078.648136574","19.6","79"
"2023-06-01 15:43:19","45078.655081019","19.4","78"
"2023-06-01 15:53:19","45078.662025463","19.9","82"
"2023-06-01 16:03:19","45078.668969907","19.0","74"
"2023-06-01 16:13:19","45078.675914352","19.8","81"
"2023-06-01 16:23:19","45078.682858796","18.9","72"
"2023-06-01 16:33:19","45078.689803241","19.6","80"
"2023-06-01 16:43:19","45078.696747685","19.8","82"
"2023-06-01 16:53:19","45078.70369213","19.3","75"
"2023-06-01 17:03:19","45078.710636574","19.8","82"
"2023-06-01 17:13:19","45078.717581019","19.0","72"
"2023-06-01 17:23:19","45078.724525463","19.7","81"
"2023-06-01 17:33:19","45078.731469907","19.5","78"
"2023-06-01 17:43:19","45078.738414352","19.5","78"
"2023-06-01 17:53:19","45078.745358796","19.9","82"
"2023-06-01 18:03:19","45078.752303241","19.0","74"
"2023-06-01 18:13:19","45078.759247685","19.7","82"
"2023-06-01 18:23:19","45078.76619213","18.9","73"
"2023-06-01 18:33:19","45078.773136574","19.2","78"
"2023-06-01 18:43:19","45078.780081019","19.7","83"
"2023-06-01 18:53:19","45078.787025463","19.3","78"
"2023-06-01 19:03:19","45078.793969907","19.4","80"
"2023-06-01 19:13:19","45078.800914352","19.8","83"
"2023-06-01 19:23:19","45078.807858796","19.0","75"
"2023-06-01 19:33:19","45078.814803241","19.7","82"
"2023-06-01 19:43:19","45078.821747685","19.2","77"
"2023-06-01 19:53:19","45078.82869213","19.6","80"
"2023-06-01 20:03:19","45078.835636574","19.8","83"
"2023-06-01 20:13:19","45078.842581019","19.2","77"
"2023-06-01 20:23:19","45078.849525463","19.8","83"
"2023-06-01 20:33:19","45078.856469907","19.0","75"
"2023-06-01 20:43:19","45078.863414352","19.5","81"
"2023-06-01 20:53:19","45078.870358796","19.8","83"
"2023-06-01 21:03:19","45078.877303241","19.2","78"
"2023-06-01 21:13:19","45078.884247685","19.8","83"
"2023-06-01 21:23:19","45078.89119213","18.9","75"
"2023-06-01 21:33:19","45078.898136574","19.5","81"
"2023-06-01 21:43:19","45078.905081019","19.9","84"
"2023-06-01 21:53:19","45078.912025463","19.1","77"
"2023-06-01 22:03:19","45078.918969907","19.7","83"
"2023-06-01 22:13:19","45078.925914352","19.3","79"
"2023-06-01 22:23:19","45078.932858796","19.4","81"
"2023-06-01 22:33:19","45078.939803241","19.8","84"
"2023-06-01 22:43:19","45078.946747685","19.0","75"
"2023-06-01 22:53:19","45078.95369213","19.6","83"
"2023-06-01 23:03:19","45078.960636574","19.7","83"
"2023-06-01 23:13:19","45078.967581019","19.3","79"
"2023-06-01 23:23:19","45078.974525463","19.7","84"
"2023-06-01 23:33:19","45078.981469907","18.9","75"
"2023-06-01 23:43:19","45078.988414352","19.5","82"
"2023-06-01 23:53:19","45078.995358796","19.9","84"
"2023-06-02 00:03:19","45079.002303241","19.3","78"
"2023-06-02 00:13:19","45079.009247685","19.7","83"
"2023-06-02 00:23:19","45079.01619213","19.3","79"
"2023-06-02 00:33:19","45079.023136574","19.1","77"
"2023-06-02 00:43:19","45079.030081019","19.5","83"
"2023-06-02 00:53:19","45079.037025463","19.7","85"
"2023-06-02 01:03:19","45079.043969907","18.9","76"
"2023-06-02 01:13:19","45079.050914352","19.5","83"
"2023-06-02 01:23:19","45079.057858796","19.8","85"
"2023-06-02 01:33:19","45079.064803241","19.0","76"
"2023-06-02 01:43:19","45079.071747685","19.5","83"
"2023-06-02 01:53:19","45079.07869213","19.9","84"
"2023-06-02 02:03:19","45079.085636574","19.0","76"
"2023-06-02 02:13:19","45079.092581019","19.6","83"
"2023-06-02 02:23:19","45079.099525463","19.8","84"
"2023-06-02 02:33:19","45079.106469907","19.1","76"
"2023-06-02 02:43:19","45079.113414352","19.6","83"
"2023-06-02 02:53:19","45079.120358796","19.8","84"
"2023-06-02 03:03:19","45079.127303241","19.3","77"
"2023-06-02 03:13:19","45079.134247685","19.7","83"
"2023-06-02 03:23:19","45079.14119213","19.9","84"
"2023-06-02 03:33:19","45079.148136574","19.2","78"
"2023-06-02 03:43:19","45079.155081019","19.7","83"
"2023-06-02 03:53:19","45079.162025463","19.9","84"
"2023-06-02 04:03:19","45079.168969907","19.2","78"
"2023-06-02 04:13:19","45079.175914352","19.7","83"
"2023-06-02 04:23:19","45079.182858796","19.9","84"
"2023-06-02 04:33:19","45079.189803241","19.3","77"
"2023-06-02 04:43:19","45079.196747685","19.7","83"
"2023-06-02 04:53:19","45079.20369213","19.9","84"
"2023-06-02 05:03:19","45079.210636574","19.0","78"
"2023-06-02 05:13:19","45079.217581019","19.6","83"
"2023-06-02 05:23:19","45079.224525463","19.8","84"
"2023-06-02 05:33:19","45079.231469907","19.0","76"
"2023-06-02 05:43:19","45079.238414352","19.6","83"
"2023-06-02 05:53:19","45079.245358796","19.9","84"
"2023-06-02 06:03:19","45079.252303241","19.2","78"
"2023-06-02 06:13:19","45079.259247685","18.8","76"
"2023-06-02 06:23:19","45079.26619213","19.4","83"
"2023-06-02 06:33:19","45079.273136574","19.6","85"
"2023-06-02 06:43:19","45079.280081019","19.8","85"
"2023-06-02 06:53:19","45079.287025463","19.6","82"
"2023-06-02 07:03:19","45079.293969907","19.3","81"
"2023-06-02 07:13:19","45079.300914352","19.8","84"
"2023-06-02 07:23:19","45079.307858796","19.9","84"
"2023-06-02 07:33:19","45079.314803241","19.0","76"
"2023-06-02 07:43:19","45079.321747685","19.6","83"
"2023-06-02 07:53:19","45079.32869213","19.8","84"
"2023-06-02 08:03:19","45079.335636574","19.4","80"
"2023-06-02 08:13:19","45079.342581019","19.4","81"
"2023-06-02 08:23:19","45079.349525463","19.7","84"
"2023-06-02 08:33:19","45079.356469907","19.9","84"
"2023-06-02 08:43:19","45079.363414352","19.3","79"
"2023-06-02 08:53:19","45079.370358796","19.7","84"
"2023-06-02 09:03:19","45079.377303241","19.9","84"
"2023-06-02 09:13:19","45079.384247685","19.1","77"
"2023-06-02 09:23:19","45079.39119213","19.8","83"
"2023-06-02 09:33:19","45079.398136574","19.7","79"
"2023-06-02 09:43:19","45079.405081019","20.1","81"
"2023-06-02 09:53:19","45079.412025463","19.7","77"
"2023-06-02 10:03:19","45079.418969907","20.2","80"
"2023-06-02 10:13:19","45079.425914352","19.8","76"
"2023-06-02 10:23:19","45079.432858796","20.2","79"
"2023-06-02 10:33:19","45079.439803241","19.8","75"
"2023-06-02 10:43:19","45079.446747685","20.2","79"
"2023-06-02 10:53:19","45079.45369213","19.7","73"
"2023-06-02 11:03:19","45079.460636574","20.3","80"
"2023-06-02 11:13:19","45079.467581019","19.7","76"
"2023-06-02 11:23:19","45079.474525463","20.3","80"
"2023-06-02 11:33:19","45079.481469907","19.3","73"
"2023-06-02 11:43:19","45079.488414352","20.4","80"
"2023-06-02 11:53:19","45079.495358796","19.8","76"
"2023-06-02 12:03:19","45079.502303241","20.3","80"
"2023-06-02 12:13:19","45079.509247685","20.0","78"
"2023-06-02 12:23:19","45079.51619213","20.2","79"
"2023-06-02 12:33:19","45079.523136574","19.9","78"
"2023-06-02 12:43:19","45079.530081019","20.1","81"
"2023-06-02 12:53:19","45079.537025463","20.2","82"
"2023-06-02 13:03:19","45079.543969907","20.1","81"
"2023-06-02 13:13:19","45079.550914352","20.0","80"
"2023-06-02 13:23:19","45079.557858796","20.1","81"
"2023-06-02 13:33:19","45079.564803241","20.2","82"
"2023-06-02 13:43:19","45079.571747685","20.1","81"
"2023-06-02 13:53:19","45079.57869213","19.8","78"
"2023-06-02 14:03:19","45079.585636574","20.4","83"
"2023-06-02 14:13:19","45079.592581019","19.8","79"
"2023-06-02 14:23:19","45079.599525463","20.4","83"
"2023-06-02 14:33:19","45079.606469907","19.7","76"
"2023-06-02 14:43:19","45079.613414352","20.4","82"
"2023-06-02 14:53:19","45079.620358796","20.1","79"
"2023-06-02 15:03:19","45079.627303241","20.0","79"
"2023-06-02 15:13:19","45079.634247685","20.3","81"
"2023-06-02 15:23:19","45079.64119213","19.6","76"
"2023-06-02 15:33:19","45079.648136574","20.5","83"
"2023-06-02 15:43:19","45079.655081019","19.4","74"
"2023-06-02 15:53:19","45079.662025463","20.5","83"
"2023-06-02 16:03:19","45079.668969907","19.7","76"
"2023-06-02 16:13:19","45079.675914352","20.4","82"
"2023-06-02 16:23:19","45079.682858796","20.0","79"
"2023-06-02 16:33:19","45079.689803241","20.1","79"
"2023-06-02 16:43:19","45079.696747685","20.6","80"
"2023-06-02 16:53:19","45079.70369213","19.9","73"
"2023-06-02 17:03:19","45079.710636574","20.6","82"
"2023-06-02 17:13:19","45079.717581019","20.0","76"
"2023-06-02 17:23:19","45079.724525463","20.5","83"
"2023-06-02 17:33:19","45079.731469907","20.0","77"
"2023-06-02 17:43:19","45079.738414352","20.5","83"
"2023-06-02 17:53:19","45079.745358796","19.9","76"
"2023-06-02 18:03:19","45079.752303241","20.5","83"
"2023-06-02 18:13:19","45079.759247685","19.4","78"
"2023-06-02 18:23:19","45079.76619213","19.9","84"
"2023-06-02 18:33:19","45079.773136574","20.0","86"
"2023-06-02 18:43:19","45079.780081019","19.5","80"
"2023-06-02 18:53:19","45079.787025463","19.7","85"
"2023-06-02 19:03:19","45079.793969907","19.9","87"
"2023-06-02 19:13:19","45079.800914352","19.1","80"
"2023-06-02 19:23:19","45079.807858796","19.6","85"
"2023-06-02 19:33:19","45079.814803241","19.8","87"
"2023-06-02 19:43:19","45079.821747685","19.1","80"
"2023-06-02 19:53:19","45079.82869213","19.6","85"
"2023-06-02 20:03:19","45079.835636574","19.8","87"
"2023-06-02 20:13:19","45079.842581019","19.5","85"
"2023-06-02 20:23:19","45079.849525463","19.4","83"
"2023-06-02 20:33:19","45079.856469907","19.7","87"
"2023-06-02 20:43:19","45079.863414352","19.8","88"
"2023-06-02 20:53:19","45079.870358796","19.1","80"
"2023-06-02 21:03:19","45079.877303241","19.6","85"
"2023-06-02 21:13:19","45079.884247685","19.7","88"
"2023-06-02 21:23:19","45079.89119213","19.8","88"
"2023-06-02 21:33:19","45079.898136574","18.8","77"
"2023-06-02 21:43:19","45079.905081019","19.4","85"
"2023-06-02 21:53:19","45079.912025463","19.6","87"
"2023-06-02 22:03:19","45079.918969907","19.7","88"
"2023-06-02 22:13:19","45079.925914352","19.5","86"
"2023-06-02 22:23:19","45079.932858796","19.3","84"
"2023-06-02 22:33:19","45079.939803241","19.6","87"
"2023-06-02 22:43:19","45079.946747685","19.8","88"
"2023-06-02 22:53:19","45079.95369213","19.0","82"
"2023-06-02 23:03:19","45079.960636574","19.4","85"
"2023-06-02 23:13:19","45079.967581019","19.7","88"
"2023-06-02 23:23:19","45079.974525463","19.8","88"
"2023-06-02 23:33:19","45079.981469907","18.9","81"
"2023-06-02 23:43:19","45079.988414352","19.5","85"
"2023-06-02 23:53:19","45079.995358796","19.7","88"
"2023-06-03 00:03:19","45080.002303241","19.8","89"
"2023-06-03 00:13:19","45080.009247685","19.0","81"
"2023-06-03 00:23:19","45080.01619213","19.5","86"
"2023-06-03 00:33:19","45080.023136574","19.7","88"
"2023-06-03 00:43:19","45080.030081019","19.7","88"
"2023-06-03 00:53:19","45080.037025463","19.2","82"
"2023-06-03 01:03:19","45080.043969907","19.5","87"
"2023-06-03 01:13:19","45080.050914352","19.7","88"
"2023-06-03 01:23:19","45080.057858796","19.6","87"
"2023-06-03 01:33:19","45080.064803241","19.3","83"
"2023-06-03 01:43:19","45080.071747685","19.5","87"
"2023-06-03 01:53:19","45080.07869213","19.7","88"
"2023-06-03 02:03:19","45080.085636574","19.8","88"
"2023-06-03 02:13:19","45080.092581019","19.0","81"
"2023-06-03 02:23:19","45080.099525463","19.5","86"
"2023-06-03 02:33:19","45080.106469907","19.6","88"
"2023-06-03 02:43:19","45080.113414352","19.7","88"
"2023-06-03 02:53:19","45080.120358796","18.8","80"
"2023-06-03 03:03:19","45080.127303241","19.4","85"
"2023-06-03 03:13:19","45080.134247685","19.5","87"
"2023-06-03 03:23:19","45080.14119213","19.6","88"
"2023-06-03 03:33:19","45080.148136574","19.7","88"
"2023-06-03 03:43:19","45080.155081019","19.1","81"
"2023-06-03 03:53:19","45080.162025463","19.4","86"
"2023-06-03 04:03:19","45080.168969907","19.5","87"
"2023-06-03 04:13:19","45080.175914352","19.7","87"
"2023-06-03 04:23:19","45080.182858796","19.7","87"
"2023-06-03 04:33:19","45080.189803241","19.1","80"
"2023-06-03 04:43:19","45080.196747685","19.4","85"
"2023-06-03 04:53:19","45080.20369213","19.6","86"
"2023-06-03 05:03:19","45080.210636574","19.6","86"
"2023-06-03 05:13:19","45080.217581019","19.7","86"
"2023-06-03 05:23:19","45080.224525463","19.8","85"
"2023-06-03 05:33:19","45080.231469907","19.0","77"
"2023-06-03 05:43:19","45080.238414352","19.3","82"
"2023-06-03 05:53:19","45080.245358796","19.6","84"
"2023-06-03 06:03:19","45080.252303241","19.6","84"
"2023-06-03 06:13:19","45080.259247685","19.7","84"
"2023-06-03 06:23:19","45080.26619213","19.8","83"
"2023-06-03 06:33:19","45080.273136574","19.8","82"
"2023-06-03 06:43:19","45080.280081019","19.0","75"
"2023-06-03 06:53:19","45080.287025463","19.3","82"
"2023-06-03 07:03:19","45080.293969907","19.5","83"
"2023-06-03 07:13:19","45080.300914352","19.6","83"
"2023-06-03 07:23:19","45080.307858796","19.8","82"
"2023-06-03 07:33:19","45080.314803241","19.8","81"
"2023-06-03 07:43:19","45080.321747685","19.0","77"
"2023-06-03 07:53:19","45080.32869213","19.4","82"
"2023-06-03 08:03:19","45080.335636574","19.6","82"
"2023-06-03 08:13:19","45080.342581019","19.7","81"
"2023-06-03 08:23:19","45080.349525463","19.8","81"
"2023-06-03 08:33:19","45080.356469907","18.3","69"
"2023-06-03 08:43:19","45080.363414352","18.8","79"
"2023-06-03 08:53:19","45080.370358796","19.2","83"
"2023-06-03 09:03:19","45080.377303241","19.3","84"
"2023-06-03 09:13:19","45080.384247685","19.6","83"
"2023-06-03 09:23:19","45080.39119213","19.7","81"
"2023-06-03 09:33:19","45080.398136574","19.4","78"
"2023-06-03 09:43:19","45080.405081019","19.1","78"
"2023-06-03 09:53:19","45080.412025463","19.4","83"
"2023-06-03 10:03:19","45080.418969907","19.6","82"
"2023-06-03 10:13:19","45080.425914352","19.7","80"
"2023-06-03 10:23:19","45080.432858796","19.0","77"
"2023-06-03 10:33:19","45080.439803241","19.4","81"
"2023-06-03 10:43:19","45080.446747685","19.7","81"
"2023-06-03 10:53:19","45080.45369213","19.1","74"
"2023-06-03 11:03:19","45080.460636574","19.3","79"
"2023-06-03 11:13:19","45080.467581019","19.6","81"
"2023-06-03 11:23:19","45080.474525463","19.7","80"
